taxon_oid,Domain,Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Phylum,Class,Order,Family,Genus,Species,IMG Product Assignment,IMG Release,IMG Submission ID,JGI Project ID / ITS PID,JGI Analysis Product Name,JGI Analysis Project Type,GOLD Analysis Project ID,GOLD Analysis Project Type,GOLD Sequencing Project ID,GOLD Study ID,Add Date,Assembly Method,Combined Sample,Comments,Distance Matrix Calc. Date,Funding Agency,Gene Model QC,Genome Completeness %,High Quality,Is Public,NCBI Taxon ID,NCBI Project ID,RefSeq Project ID,Release Date,Strain,Submission Type,User Access,Alt. Contact Email,Alt. Contact Name,Alt2. Contact Emails ,Alt2. Contact Names ,Altitude,Bioproject Accession,Biosample Accession,Biotic Relationships,Cell Arrangement,Cell Shape,Chlorophyll concentration,Clade,Contact Email,Contact Name,Culture Type,Cultured,Depth,Diseases,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Energy Source,Funding Program,Geographic Location,GOLD Sequencing Depth,GOLD Sequencing Quality,GOLD Sequencing Strategy,GPTS Proposal Id,Gram Staining,Habitat,HMP ID,Host Gender,Host Name,Isolation,Isolation Country,ITS PID,ITS Proposal Id,Latitude,Longhurst Code,Longhurst Description,Longitude,Medical Record Number,Metabolism,Motility,Nitrate Concentration,Oxygen concentration,Oxygen Requirement,pH,Phenotype,PMO ID,Pressure,Project / Study Name,Proportal Isolation,Proportal Ocean,Proportal Station,Proportal WOA Dissolved Oxygen,Proportal WOA Nitrate,Proportal WOA Phosphate,Proportal WOA Salinity,Proportal WOA Silicate,Proportal WOA Temperature,Relevance,Replicate,Salinity,Salinity Concentration,Sample Body Site,Sample Body Subsite,Sample Collection Date ,Sample Collection Temperature,Seq Status,Sequencing Method,Specific Ecosystem,Sporulation,Temperature Range,Type Strain,Uncultured Type,Visits,Genome Size   * assembled,Gene Count   * assembled,Scaffold Count   * assembled,CRISPR Count   * assembled,GC Count   * assembled,GC   * assembled,Coding Base Count ,Coding Base Count % ,Coding Base Count NP ,Coding Base Count NP % ,CDS Count   * assembled,CDS %   * assembled,RNA Count   * assembled,RNA %  * assembled,rRNA Count   * assembled,5S rRNA Count   * assembled,16S rRNA Count   * assembled,18S rRNA Count   * assembled,23S rRNA Count   * assembled,28S rRNA Count   * assembled,tRNA Count   * assembled,Other RNA Count   * assembled,Pseudo Genes Count ,Pseudo Genes % ,Unchar Count ,Unchar % ,Dubious Count,Dubious %,w/ Func Pred Count   * assembled,w/ Func Pred %   * assembled,w/o function prediction  * assembled,w/o function prediction %  * assembled,Orthologs Count,Orthologs %,Paralogs Count,Paralogs %,Obsolete Count ,Obsolete % ,Revised Count ,Revised % ,Fused Count ,Fused % ,Fusion Component Count ,Fusion component % ,COG Count   * assembled,COG %   * assembled,KOG Count ,KOG % ,Pfam Count   * assembled,Pfam %   * assembled,TIGRfam Count   * assembled,TIGRfam %   * assembled,Enzyme Count   * assembled,Enzyme %   * assembled,KEGG Count   * assembled,KEGG %   * assembled,Not KEGG Count   * assembled,Not KEGG %   * assembled,KO Count   * assembled,KO %   * assembled,Not KO Count   * assembled,Not KO %   * assembled,MetaCyc Count   * assembled,MetaCyc %   * assembled,Not MetaCyc Count   * assembled,Not MetaCyc %   * assembled,IMG Term Count ,IMG Term % ,IMG Pathwawy Count ,IMG Pathway % ,IMG Parts List Count ,IMG Parts List % ,MyIMG Annotation Count,MyIMG Annotation %,Signal Peptide Count ,Signal Peptide % ,Transmembrane Count ,Transmembrane % ,Horizontally Transferred Count,Horizontally Transferred %,Genome Property Count ,Genome Property % ,Ortholog Group Count,Paralog Group Count,COG Cluster Count   * assembled,KOG Cluster Count ,Pfam Cluster Count   * assembled,TIGRfam Cluster Count   * assembled,IMG Cluster Count,IMG Cluster %,Chromosomal Cassette Gene Count,Chromosomal Cassette Gene %,Chromosomal Cassette Count,Biosynthetic Cluster Gene Count  * assembled,Biosynthetic Cluster Gene %  * assembled,Biosynthetic Cluster Count  * assembled,InterPro Count ,InterPro % 
2545824783,Bacteria,Permanent Draft,Sulfurimonas sp. AST-10 Genome sequencing,Sulfurimonas hongkongensis AST-10,University of Hong Kong,2545824783,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,Sulfurimonas hongkongensis,Yes,0,22280,0,,Genome Analysis,Ga0018273,Genome Analysis,Gp0045349,Gs0033751,2013-11-05,CLC NGS Cell v. 6.0.2,,,2017-05-01,,No,,Yes,Yes,1172190,0,0,2013-11-05,AST-10,Primary,,,,,,,PRJNA210729,SAMN02471177,Free living,,"Rod-shaped,",,,,,Isolate,Yes,10-50 cm depth of coastal sediment,,Environmental,Aquatic,Coastal,Marine,,,,China: HK,3000.0x,,Whole Genome Sequencing,,Gram-,,,,,coastal sediment at the Kai Tak Approach Channel connected to Victoria Harbour in Hong Kong,,,,22.33,,,114.19,,,,,,,,,,,Sulfurimonas hongkongensis AST-10,,,,0,,0,0,0,0,Environmental,,,,,,,,Complete,Illumina HiSeq,Sediment,Non-sporulating,,Yes,,,2302023,2332,28,2,803203,0.35,2137010,92.83,2137010,92.83,2290,98.2,42,1.8,3,1,1,0,1,0,39,0,0,0,0,0,0,0,1792,76.84,498,21.36,0,0,120,5.15,0,0,0,0,46,1.97,0,0,1472,63.12,392,16.81,1825,78.26,858,36.79,689,29.55,785,33.66,1505,64.54,1267,54.33,1023,43.87,617,26.46,1673,71.74,343,14.71,172,7.38,106,4.55,0,0,155,6.65,565,24.23,135,5.79,0,0,0,57,1103,326,1480,777,0,0,2325,99.7,100,58,2.49,4,1256,53.86
2695421043,Bacteria,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Sulfurivirga caldicuralii DSM 17737,DOE Joint Genome Institute (JGI),2695421043,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Sulfurivirga,Sulfurivirga caldicuralii,Yes,0,97113,1107808,Microbial Minimal Draft Isolate Genome,Genome Analysis,Ga0131102,Genome Analysis,Gp0148780,Gs0103574,2016-09-17,spades v. 3.6.2,,,2017-05-01,,Yes,,Yes,Yes,364032,0,0,2016-10-04,DSM 17737,Primary,,,,markus.goeker@dsmz.de; hans-peter.klenk@ncl.ac.uk,Markus G?ker; Hans-Peter Klenk,,PRJNA335179,SAMN05443662,,,,,,markus.goeker@dsmz.de,Markus G?ker,Isolate,Yes,,,Environmental,Aquatic,Hydrothermal vents,Marine,,,,Japan,,Level 1: Standard Draft,Whole Genome Sequencing,,Gram-,"Aquatic, Hot spring",,,,shallow marine hydrothermal system occurring in coral reefs off Taketomi Island,,1107808,1067,,,,,,,,,,,,,,,Sulfurivirga caldicuralii DSM 17737,,,,0,,0,0,0,0,,,,,,,,,,Illumina HiSeq 2500-1TB,Unclassified,,,Yes,,,1673283,1712,7,0,990491,0.59,1572183,93.96,1559624,93.21,1661,97.02,51,2.98,5,3,1,0,1,0,42,4,29,1.69,0,0,0,0,1406,82.13,255,14.89,0,0,150,8.76,0,0,0,0,135,7.89,0,0,1282,74.88,412,24.07,1474,86.1,840,49.07,628,36.68,688,40.19,973,56.83,1156,67.52,505,29.5,545,31.83,1116,65.19,597,34.87,239,13.96,198,11.57,0,0,131,7.65,363,21.2,224,13.08,0,0,0,0,1075,351,1421,814,0,0,1710,99.88,52,49,2.86,4,1041,60.81
2524614541,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Sulfurospirillum arcachonense DSM 9755,DOE Joint Genome Institute (JGI),2524614541,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum arcachonense,Yes,0,14370,1013768,Microbial Minimal Draft Isolate Genome,Genome Analysis,Ga0002756,Genome Analysis,Gp0013367,Gs0015051,2013-05-22,Unknown program v. before 2013-04-22,,,2017-05-01,DOE; DSMZ,No,,Yes,Yes,1123326,0,0,2013-06-03,DSM 9755,Primary,,,,nckyrpides@lbl.gov,Nikos Kyrpides,,PRJNA195821,SAMN02199325,,,Vibrio-shaped,,,nckyrpides@lbl.gov,Nikos Kyrpides,Isolate,Yes,,,Environmental,Aquatic,Oceanic,Marine,,Heterotroph,,"Arcachon Bay, French Atlantic coast",Unknown,Level 1: Standard Draft,Whole Genome Sequencing,300801,Gram-,"Aquatic, Deep sea, Marine, Sediment",,,,Oxidized marine surface sediment,,1013768,733,44.679662,,,-1.123861,,Sulfur reducer,Motile,,,Microaerophilic,6.1-8.2,,406280,,Sulfurospirillum arcachonense DSM 9755,,,,0,,0,0,0,0,"GEBA-KMG, Tree of Life",,,,,,,,Complete,"Illumina, Illumina HiSeq 2000, Illumina HiSeq 2500",Sediment,,Mesophile,Yes,,,2656384,2715,42,0,807275,0.3,2502675,94.21,2502675,94.21,2672,98.42,43,1.58,5,3,1,0,1,0,33,5,0,0,0,0,0,0,2170,79.93,502,18.49,0,0,246,9.06,0,0,0,0,31,1.14,0,0,1823,67.15,467,17.2,2231,82.17,964,35.51,799,29.43,939,34.59,1733,63.83,1508,55.54,1164,42.87,706,26,1966,72.41,464,17.09,207,7.62,141,5.19,0,0,162,5.97,754,27.77,194,7.15,0,0,0,105,1273,354,1628,869,0,0,2703,99.56,91,101,3.72,8,1513,55.73
2502171155,Bacteria,Permanent Draft,Sulfurospirillum sp. Am-N,Sulfurospirillum sp. Am-N (draft),J. Craig Venter Institute (JCVI),2502171155,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum sp. Am-N,Yes,IMG/ER 2.9,866,0,,Genome Analysis,Ga0010579,Genome Analysis,Gp0006558,Gs0033755,2009-11-13,,,released to public per IMG,2017-05-01,Moore Foundation,No,,Yes,Yes,160628,46505,0,2013-10-30,Am-N,Primary,,NCKyrpides@lbl.gov,Nikos Kyrpides,bcampb7@clemson.edu,Barbara Campbell,,PRJNA46505,,Free living,,,,,bcampb7@clemson.edu,Barbara Campbell,Isolate,Yes,,,Environmental,Aquatic,Hydrothermal vents,Marine,,,,"13oN, East Pacfic Rise",,,Whole Genome Sequencing,,Gram-,"Aquatic, Host, Hot spring, Hydrothermal vent, Marine",,,,"hydrothermal vent from 13oN, East Pacfic Rise",,,,-20.000081,,,-114.999989,,,,,,,,,,,Sulfurospirillum sp. Am-N,,,,0,,0,0,0,0,"Environmental, Marine Microbial Initiative (MMI)",,,,,,,,Complete,,Unclassified,,Mesophile,Unknown,,,2264828,2586,20,1,729378,0.32,2141899,94.57,2141899,94.57,2549,98.57,37,1.43,3,3,0,0,0,0,33,1,0,0,0,0,0,0,1947,75.29,602,23.28,0,0,153,5.92,0,0,0,0,32,1.24,0,0,1470,56.84,390,15.08,1960,75.79,888,34.34,788,30.47,921,35.61,1628,62.95,1430,55.3,1119,43.27,701,27.11,1848,71.46,547,21.15,237,9.16,160,6.19,0,0,102,3.94,671,25.95,421,16.28,0,0,0,70,1106,306,1504,816,0,0,2582,99.85,56,80,3.09,4,1337,51.7
2619619081,Bacteria,Permanent Draft,Sulfurovum sp. AR,Sulfurovum sp. AR,Chungbuk National University,2619619081,Proteobacteria,Epsilonproteobacteria,unclassified,unclassified,Sulfurovum,Sulfurovum sp. AR,Yes,0,64755,0,,Genome Analysis,Ga0038975,Genome Analysis,Gp0035817,Gs0033756,2015-06-15,Newbler v. 2.3,,,2017-05-01,,No,,Yes,Yes,1165841,0,0,2015-06-15,AR,Primary,,,,,,,PRJDB84,SAMN02469595,,,,,,,,Isolate,Yes,,,Environmental,Aquatic,Oceanic,Marine,,,,,15x,,Whole Genome Sequencing,,Gram-,,,,,,,,,,,,,,,,,,,,,,,Sulfurovum sp. AR,,,,0,,0,0,0,0,,,,,,,,,,454-GS-FLX-Titanium,Sediment,,,Unknown,,,2125769,2204,11,0,834070,0.39,1948629,91.67,1948629,91.67,2141,97.14,63,2.86,0,0,0,0,0,0,41,0,0,0,0,0,0,0,1619,73.46,522,23.68,0,0,148,6.72,0,0,0,0,28,1.27,0,0,1370,62.16,431,19.56,1709,77.54,770,34.94,686,31.13,704,31.94,1437,65.2,1178,53.45,963,43.69,607,27.54,1534,69.6,282,12.79,157,7.12,79,3.58,0,0,180,8.17,554,25.14,314,14.25,0,0,0,68,1062,342,1452,728,0,0,2195,99.59,88,88,3.99,6,1178,53.45
640753056,Bacteria,Finished,Sulfurovum sp. NBC37-1,Sulfurovum sp. NBC37-1,Japan Agency for Marine-Earth Science and Technology,640753056,Proteobacteria,Epsilonproteobacteria,unclassified,unclassified,Sulfurovum,Sulfurovum sp. NBC37-1,,IMG/W 2.4,0,0,,Genome Analysis,Ga0030999,Genome Analysis,Gp0000085,Gs0033757,2007-10-09,Phred-Phrap,,Genome replaced by a new version processed using IMG's annotation pipelines. New IMG identifier: 2623620301,2017-05-01,MEXT,No,,Yes,Yes,387093,18965,58863,2007-12-01,NBC37-1,Primary,,NCKyrpides@lbl.gov,Nikos Kyrpides,nakagawas@jamstec.go.jp; nckyrpides@lbl.gov,Nakagawa S; Nikos Kyrpides,,PRJDA18965,,Free living,,Rod-shaped,,,nakagawas@jamstec.go.jp,Nakagawa S,Isolate,Yes,968 meters,,Environmental,Aquatic,Hydrothermal vents,Marine,,Chemolithoautotroph,,"30-m-tall sulfide mound in the Iheya North field, Japan (water depth, 1,000 m)",8x,Level 6: Finished,Whole Genome Sequencing,,Gram-,"Aquatic, Deep sea, Hydrothermal vent, Marine",,,,"30-m-tall sulfide mound in the Iheya North field, Japan (water depth, 1,000 m)",,,,27.783333,,,126.883333,,,Nonmotile,,,Anaerobe,,Non-Pathogen,,,Sulfurovum sp. NBC37-1,,,,0,,0,0,0,0,Environmental,,,,,,,,Complete,Sanger,Unclassified,,Thermophile,Unknown,,,2562277,2525,1,1,1124109,0.44,2340675,91.35,2323999,90.7,2465,97.62,60,2.38,9,3,3,0,3,0,44,7,27,1.07,0,0,0,0,1487,58.89,978,38.73,0,0,1092,43.25,0,0,0,0,182,7.21,1028,40.71,1490,59.01,470,18.61,2000,79.21,828,32.79,735,29.11,754,29.86,1711,67.76,1280,50.69,1185,46.93,640,25.35,1825,72.28,601,23.8,243,9.62,191,7.56,0,0,243,9.62,629,24.91,449,17.78,0,0,0,0,1128,357,1544,774,0,0,2511,99.45,139,75,2.97,6,2033,80.51
2527291709,Bacteria,Draft,Microbial Systems Ecology of Expanding Oxygen Minimum Zones in the Northeast subarctic Pacific Ocean,SUP05 cluster bacterium AB-746_E21AB-902 (unscreened),Canada's Michael Smith Genome Sciences Centre,2527291709,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,Candidatus Thioglobus,uncultured SUP05 cluster bacterium,Yes,0,15539,0,,Single Cell Analysis (unscreened),Ga0013425,Single Cell Analysis (unscreened),Gp0040239,Gs0017780,2013-06-19,"IDBA-UD v. 1.1.0, ALLPATHS-LG v. R42328",,"Public release -   Zeigler, Lisa    (March 1, 2016)",2017-05-01,,No,,No,Yes,655186,0,0,2016-03-01,AB-746_E21AB-902,Reanalysis,,jjwright49@gmail.com,Jody Wright,jjwright49@gmail.com; shallam@mail.ubc.ca,Jody Wright; Steven J. Hallam,,,,,,,,,shallam@mail.ubc.ca,Steven J. Hallam,,No,100m,,Environmental,Aquatic,Unclassified,Marine,,,,"Saanich Inlet, British Columbia, Canada",,,Whole Genome Sequencing,,,Marine,,,,Seawater,,,,48.35,,,-123.3,,,,,,,,,,,SUP05 cluster bacterium AB-746_E21AB-902,,,,0,,0,0,0,0,Environmental,,,,,,,,Draft,Illumina HiSeq 2000,Unclassified,,,No,Single Cell,,717729,811,60,0,257984,0.36,673671,93.86,673671,93.86,789,97.29,22,2.71,2,1,0,0,1,0,18,2,0,0,0,0,0,0,665,82,124,15.29,0,0,55,6.78,0,0,0,0,4,0.49,0,0,549,67.69,196,24.17,693,85.45,318,39.21,340,41.92,376,46.36,413,50.92,539,66.46,250,30.83,298,36.74,491,60.54,129,15.91,64,7.89,29,3.58,0,0,34,4.19,161,19.85,7,0.86,0,0,0,25,474,172,662,322,0,0,807,99.51,72,64,7.89,5,457,56.35
2527291713,Bacteria,Draft,Microbial Systems Ecology of Expanding Oxygen Minimum Zones in the Northeast subarctic Pacific Ocean,SUP05 cluster bacterium AB-746_O15AB-902 (unscreened),Canada's Michael Smith Genome Sciences Centre,2527291713,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,Candidatus Thioglobus,uncultured SUP05 cluster bacterium,Yes,0,15543,0,,Single Cell Analysis (unscreened),Ga0013429,Single Cell Analysis (unscreened),Gp0042816,Gs0017780,2013-06-19,"IDBA-UD v. 1.1.0, ALLPATHS-LG v. R42328",,"Public release -   Zeigler, Lisa    (March 1, 2016)",2017-05-01,,No,,No,Yes,655186,0,0,2016-03-01,AB-746_O15AB-902,Reanalysis,,jjwright49@gmail.com,Jody Wright,jjwright49@gmail.com; shallam@mail.ubc.ca,Jody Wright; Steven J. Hallam,,,,,,,,,shallam@mail.ubc.ca,Steven J. Hallam,,No,100m,,Environmental,Aquatic,Unclassified,Marine,,,,"Saanich Inlet, British Columbia, Canada",,,Whole Genome Sequencing,,,Marine,,,,Seawater,,,,48.35,,,-123.3,,,,,,,,,,,SUP05 cluster bacterium AB-746_O15AB-902,,,,0,,0,0,0,0,Environmental,,,,,,,,Draft,Illumina HiSeq 2000,Unclassified,,,No,Single Cell,,1484943,1551,65,0,539004,0.36,1391702,93.72,1391702,93.72,1515,97.68,36,2.32,2,1,1,0,0,0,29,5,0,0,0,0,0,0,1319,85.04,196,12.64,0,0,161,10.38,0,0,0,0,17,1.1,0,0,1156,74.53,426,27.47,1345,86.72,652,42.04,672,43.33,694,44.75,821,52.93,1058,68.21,457,29.46,592,38.17,923,59.51,275,17.73,143,9.22,75,4.84,0,0,65,4.19,310,19.99,10,0.64,0,0,0,77,886,340,1161,630,0,0,1544,99.55,90,70,4.51,6,901,58.09
2527291715,Bacteria,Draft,Microbial Systems Ecology of Expanding Oxygen Minimum Zones in the Northeast subarctic Pacific Ocean,SUP05 cluster bacterium AB-746_P05AB-902 (unscreened),Canada's Michael Smith Genome Sciences Centre,2527291715,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,Candidatus Thioglobus,uncultured SUP05 cluster bacterium,Yes,0,15545,0,,Single Cell Analysis (unscreened),Ga0013431,Single Cell Analysis (unscreened),Gp0040241,Gs0017780,2013-06-19,"IDBA-UD v. 1.1.0, ALLPATHS-LG v. R42328",,"Public release -   Zeigler, Lisa    (March 1, 2016)",2017-05-01,,No,,No,Yes,655186,0,0,2016-03-01,AB-746_P05AB-902,Reanalysis,,jjwright49@gmail.com,Jody Wright,jjwright49@gmail.com; shallam@mail.ubc.ca,Jody Wright; Steven J. Hallam,,,,,,,,,shallam@mail.ubc.ca,Steven J. Hallam,,No,100m,,Environmental,Aquatic,Unclassified,Marine,,,,"Saanich Inlet, British Columbia, Canada",,,Whole Genome Sequencing,,,Marine,,,,Seawater,,,,48.35,,,-123.3,,,,,,,,,,,SUP05 cluster bacterium AB-746_P05AB-902,,,,0,,0,0,0,0,Environmental,,,,,,,,Draft,Illumina HiSeq 2000,Unclassified,,,No,Single Cell,,1023462,1063,49,1,377522,0.37,962339,94.03,962339,94.03,1039,97.74,24,2.26,2,1,0,0,1,0,18,4,0,0,0,0,0,0,902,84.85,137,12.89,0,0,103,9.69,0,0,0,0,10,0.94,0,0,797,74.98,310,29.16,928,87.3,472,44.4,472,44.4,496,46.66,543,51.08,750,70.56,289,27.19,411,38.66,628,59.08,206,19.38,101,9.5,55,5.17,0,0,55,5.17,215,20.23,6,0.56,0,0,0,49,646,258,867,466,0,0,1057,99.44,65,17,1.6,2,642,60.4
2527291718,Bacteria,Draft,Microbial Systems Ecology of Expanding Oxygen Minimum Zones in the Northeast subarctic Pacific Ocean,SUP05 cluster bacterium AB-747_F14AB-903 (unscreened),Canada's Michael Smith Genome Sciences Centre,2527291718,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,Candidatus Thioglobus,uncultured SUP05 cluster bacterium,Yes,0,15548,0,,Single Cell Analysis (unscreened),Ga0013434,Single Cell Analysis (unscreened),Gp0042671,Gs0017780,2013-06-19,"IDBA-UD v. 1.1.0, ALLPATHS-LG v. R42328",,"Public release -   Zeigler, Lisa    (March 1, 2016)",2017-05-01,,No,,No,Yes,655186,0,0,2016-03-01,AB-747_F14AB-903,Reanalysis,,jjwright49@gmail.com,Jody Wright,jjwright49@gmail.com; shallam@mail.ubc.ca,Jody Wright; Steven J. Hallam,,,,,,,,,shallam@mail.ubc.ca,Steven J. Hallam,,No,100m,,Environmental,Aquatic,Unclassified,Marine,,,,"Saanich Inlet, British Columbia, Canada",,,Whole Genome Sequencing,,,Marine,,,,Seawater,,,,48.35,,,-123.3,,,,,,,,,,,SUP05 cluster bacterium AB-747_F14AB-903,,,,0,,0,0,0,0,Environmental,,,,,,,,Draft,Illumina HiSeq 2000,Unclassified,,,No,Single Cell,,606443,715,39,1,234039,0.39,564891,93.15,564891,93.15,703,98.32,12,1.68,0,0,0,0,0,0,9,0,0,0,0,0,0,0,550,76.92,153,21.4,0,0,97,13.57,0,0,0,0,7,0.98,0,0,471,65.87,152,21.26,565,79.02,306,42.8,245,34.27,273,38.18,430,60.14,434,60.7,269,37.62,207,28.95,496,69.37,129,18.04,67,9.37,45,6.29,0,0,68,9.51,141,19.72,4,0.56,0,0,0,48,413,137,583,306,0,0,709,99.16,54,8,1.12,1,415,58.04
2527291719,Bacteria,Draft,Microbial Systems Ecology of Expanding Oxygen Minimum Zones in the Northeast subarctic Pacific Ocean,SUP05 cluster bacterium AB-747_F18AB-903 (unscreened),Canada's Michael Smith Genome Sciences Centre,2527291719,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,Candidatus Thioglobus,uncultured SUP05 cluster bacterium,Yes,0,15549,0,,Single Cell Analysis (unscreened),Ga0013435,Single Cell Analysis (unscreened),Gp0042817,Gs0017780,2013-06-19,"IDBA-UD v. 1.1.0, ALLPATHS-LG v. R42328",,"Public release -   Zeigler, Lisa    (March 1, 2016)",2017-05-01,,No,,No,Yes,655186,0,0,2016-03-01,AB-747_F18AB-903,Reanalysis,,jjwright49@gmail.com,Jody Wright,jjwright49@gmail.com; shallam@mail.ubc.ca,Jody Wright; Steven J. Hallam,,,,,,,,,shallam@mail.ubc.ca,Steven J. Hallam,,No,100m,,Environmental,Aquatic,Unclassified,Marine,,,,"Saanich Inlet, British Columbia, Canada",,,Whole Genome Sequencing,,,Marine,,,,Seawater,,,,48.35,,,-123.3,,,,,,,,,,,SUP05 cluster bacterium AB-747_F18AB-903,,,,0,,0,0,0,0,Environmental,,,,,,,,Draft,Illumina HiSeq 2000,Unclassified,,,No,Single Cell,,1228014,1318,75,0,458894,0.37,1151253,93.75,1151253,93.75,1284,97.42,34,2.58,2,1,0,0,1,0,26,6,0,0,0,0,0,0,1103,83.69,181,13.73,0,0,176,13.35,0,0,0,0,10,0.76,0,0,921,69.88,328,24.89,1134,86.04,536,40.67,558,42.34,586,44.46,698,52.96,873,66.24,411,31.18,487,36.95,797,60.47,207,15.71,105,7.97,47,3.57,0,0,75,5.69,273,20.71,4,0.3,0,0,0,82,684,258,934,502,0,0,1315,99.77,101,42,3.19,3,758,57.51
2527291722,Bacteria,Draft,Microbial Systems Ecology of Expanding Oxygen Minimum Zones in the Northeast subarctic Pacific Ocean,SUP05 cluster bacterium AB-747_M09AB-903 (unscreened),Canada's Michael Smith Genome Sciences Centre,2527291722,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,Candidatus Thioglobus,uncultured SUP05 cluster bacterium,Yes,0,15552,0,,Single Cell Analysis (unscreened),Ga0013438,Single Cell Analysis (unscreened),Gp0042673,Gs0017780,2013-06-19,"IDBA-UD v. 1.1.0, ALLPATHS-LG v. R42328",,"Public release -   Zeigler, Lisa    (March 1, 2016)",2017-05-01,,No,,No,Yes,655186,0,0,2016-03-01,AB-747_M09AB-903,Reanalysis,,jjwright49@gmail.com,Jody Wright,jjwright49@gmail.com; shallam@mail.ubc.ca,Jody Wright; Steven J. Hallam,,,,,,,,,shallam@mail.ubc.ca,Steven J. Hallam,,No,100m,,Environmental,Aquatic,Unclassified,Marine,,,,"Saanich Inlet, British Columbia, Canada",,,Whole Genome Sequencing,,,Marine,,,,Seawater,,,,48.35,,,-123.3,,,,,,,,,,,SUP05 cluster bacterium AB-747_M09AB-903,,,,0,,0,0,0,0,Environmental,,,,,,,,Draft,Illumina HiSeq 2000,Unclassified,,,No,Single Cell,,719021,868,53,0,273226,0.38,677169,94.22,677169,94.22,849,97.81,19,2.19,0,0,0,0,0,0,16,0,0,0,0,0,0,0,692,79.72,157,18.09,0,0,203,23.39,0,0,0,0,3,0.35,0,0,551,63.48,182,20.97,713,82.14,379,43.66,332,38.25,360,41.47,489,56.34,554,63.82,295,33.99,285,32.83,564,64.98,161,18.55,82,9.45,50,5.76,0,0,59,6.8,139,16.01,7,0.81,0,0,0,99,452,158,674,356,0,0,865,99.65,64,9,1.04,1,477,54.95
2527291659,Bacteria,Draft,Microbial Systems Ecology of Expanding Oxygen Minimum Zones in the Northeast subarctic Pacific Ocean,SUP05 cluster bacterium AB-750A03AB-903 (unscreened),Canada's Michael Smith Genome Sciences Centre,2527291659,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,Candidatus Thioglobus,uncultured SUP05 cluster bacterium,Yes,0,15484,0,,Single Cell Analysis (unscreened),Ga0013378,Single Cell Analysis (unscreened),Gp0042819,Gs0017780,2013-06-19,"IDBA-UD v. 1.1.0, ALLPATHS-LG v. R42328",,"Public release -   Zeigler, Lisa    (March 1, 2016)",2017-05-01,,No,,No,Yes,655186,0,0,2016-03-01,AB-750A03AB-903,Reanalysis,,jjwright49@gmail.com,Jody Wright,jjwright49@gmail.com; shallam@mail.ubc.ca,Jody Wright; Steven J. Hallam,,,,,,,,,shallam@mail.ubc.ca,Steven J. Hallam,,No,150m,,Environmental,Aquatic,Unclassified,Marine,,,,"Saanich Inlet, British Columbia, Canada",,,Whole Genome Sequencing,,,Marine,,,,Seawater,,,,48.35,,,-123.3,,,,,,,,,,,SUP05 cluster bacterium AB-750A03AB-903,,,,0,,0,0,0,0,Environmental,,,,,,,,Draft,Illumina HiSeq 2000,Unclassified,,,No,Single Cell,,497149,578,47,0,193284,0.39,462557,93.04,462557,93.04,560,96.89,18,3.11,4,2,0,0,2,0,12,2,0,0,0,0,0,0,442,76.47,118,20.42,0,0,70,12.11,0,0,0,0,3,0.52,0,0,339,58.65,116,20.07,458,79.24,238,41.18,201,34.78,219,37.89,341,59,345,59.69,215,37.2,179,30.97,381,65.92,111,19.2,46,7.96,26,4.5,0,0,39,6.75,132,22.84,1,0.17,0,0,0,32,302,107,487,240,0,0,572,98.96,58,31,5.36,4,309,53.46
