"Contig_id","Nb.genes.contigs","Fragment","Nb.genes","Category","Nb.phage.hallmark.genes","Phage.gene.enrichment.sig","Non.Caudovirales.phage.gene.enrichment.sig","Pfam.depletion.sig","Uncharacterized.enrichment.sig","Strand.switch.depletion.sig","Short.genes.enrichment.sig","Scaffold.ID.x","Scaffold.Name","Genome.ID","Genome","Gene.Count","Sequence.Length..bp.","GC.Content","Read.Depth","Prophages.per.scaffold","Prophages.per.genome","Scaffold.ID.y","Gene.Start","Gene.End","bp.Start","bp.End","Fragment.Length"
"2512571803_NC_016940",3406,"2512571803_NC_016940-gene_112-gene_205",94,3,0,"","","gene_112-gene_205:10.03217475860158","gene_112-gene_205:2.32815601636468","","",2512571803,"Saprospira grandis Lewin : NC_016940",2512564032,"Saprospira grandis Lewin",4266,4345237,0.46,1,8,8,2512571803,112,205,135529,267910,132381
"2512571803_NC_016940",3406,"2512571803_NC_016940-gene_2600-gene_2699",100,3,0,"","","gene_2600-gene_2699:12.06213479871242","gene_2600-gene_2699:4.56788900674066","","",2512571803,"Saprospira grandis Lewin : NC_016940",2512564032,"Saprospira grandis Lewin",4266,4345237,0.46,1,8,8,2512571803,2600,2699,3333163,3460800,127637
"2512571803_NC_016940",3406,"2512571803_NC_016940-gene_270-gene_366",97,3,0,"","","gene_270-gene_366:9.91603932369952","gene_270-gene_365:3.61743657423931","","",2512571803,"Saprospira grandis Lewin : NC_016940",2512564032,"Saprospira grandis Lewin",4266,4345237,0.46,1,8,8,2512571803,270,366,350324,502287,151963
"2512571803_NC_016940",3406,"2512571803_NC_016940-gene_2702-gene_2913",212,3,0,"","","gene_2702-gene_2801:5.77611995461134;gene_2816-gene_2913:10.37237307279686","gene_2742-gene_2840:3.06017333074166","","",2512571803,"Saprospira grandis Lewin : NC_016940",2512564032,"Saprospira grandis Lewin",4266,4345237,0.46,1,8,8,2512571803,2702,2913,3463473,3717888,254415
"2512571803_NC_016940",3406,"2512571803_NC_016940-gene_3132-gene_3227",96,3,0,"","","gene_3132-gene_3227:10.20198850850219","gene_3150-gene_3226:3.96456117046354","","",2512571803,"Saprospira grandis Lewin : NC_016940",2512564032,"Saprospira grandis Lewin",4266,4345237,0.46,1,8,8,2512571803,3132,3227,3993123,4124066,130943
"2512571803_NC_016940",3406,"2512571803_NC_016940-gene_3304-gene_3403",100,3,0,"","","gene_3304-gene_3403:7.05226808200172","gene_3304-gene_3403:2.35428327906775","","",2512571803,"Saprospira grandis Lewin : NC_016940",2512564032,"Saprospira grandis Lewin",4266,4345237,0.46,1,8,8,2512571803,3304,3403,4233049,4340705,107656
"2512571803_NC_016940",3406,"2512571803_NC_016940-gene_435-gene_534",100,3,0,"","","gene_435-gene_534:9.09489467872068","gene_493-gene_529:6.40585096288256","","",2512571803,"Saprospira grandis Lewin : NC_016940",2512564032,"Saprospira grandis Lewin",4266,4345237,0.46,1,8,8,2512571803,435,534,588654,697810,109156
"2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1",4264,"2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1-gene_1353-gene_1442",90,3,0,"","","gene_1353-gene_1442:6.71276454001720","gene_1430-gene_1442:3.28982360253540","","",2513256208,"Glaciecola sp. ANT9081 (cola82) : cola_cola-finished-ohne-overlap_screen_ace_1.1",2513237134,"Glaciecola sp. ANT9081 (cola82)",4330,4996068,0.39,1,8,8,2513256208,1353,1442,1596454,1680431,83977
"2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1",4264,"2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1-gene_1839-gene_1994",156,3,0,"","","gene_1839-gene_1938:8.29781460214457;gene_1950-gene_1994:2.35242018200490","gene_1922-gene_1992:6.85482649511517;gene_1839-gene_1896:5.39051577362993","","",2513256208,"Glaciecola sp. ANT9081 (cola82) : cola_cola-finished-ohne-overlap_screen_ace_1.1",2513237134,"Glaciecola sp. ANT9081 (cola82)",4330,4996068,0.39,1,8,8,2513256208,1839,1994,2125681,2290428,164747
"2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1",4264,"2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1-gene_2288-gene_2356",69,3,0,"","","gene_2288-gene_2356:5.92533418551070","gene_2288-gene_2356:3.78846920664694","","",2513256208,"Glaciecola sp. ANT9081 (cola82) : cola_cola-finished-ohne-overlap_screen_ace_1.1",2513237134,"Glaciecola sp. ANT9081 (cola82)",4330,4996068,0.39,1,8,8,2513256208,2288,2356,2662208,2736198,73990
"2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1",4264,"2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1-gene_2454-gene_2545",92,3,0,"","","gene_2454-gene_2545:12.94275284647480","gene_2454-gene_2545:8.29083725469303","","gene_2469-gene_2515:2.59655524950818",2513256208,"Glaciecola sp. ANT9081 (cola82) : cola_cola-finished-ohne-overlap_screen_ace_1.1",2513237134,"Glaciecola sp. ANT9081 (cola82)",4330,4996068,0.39,1,8,8,2513256208,2454,2545,2868388,2976331,107943
"2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1",4264,"2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1-gene_3309-gene_3408",100,3,0,"","","gene_3309-gene_3408:8.29781460214457","gene_3380-gene_3408:7.49152337187022","","",2513256208,"Glaciecola sp. ANT9081 (cola82) : cola_cola-finished-ohne-overlap_screen_ace_1.1",2513237134,"Glaciecola sp. ANT9081 (cola82)",4330,4996068,0.39,1,8,8,2513256208,3309,3408,3925697,4026923,101226
"2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1",4264,"2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1-gene_3978-gene_4033",56,3,0,"","","gene_3978-gene_4033:10.66469247624540","gene_3980-gene_4033:4.27236976770460","","",2513256208,"Glaciecola sp. ANT9081 (cola82) : cola_cola-finished-ohne-overlap_screen_ace_1.1",2513237134,"Glaciecola sp. ANT9081 (cola82)",4330,4996068,0.39,1,8,8,2513256208,3978,4033,4695011,4750386,55375
"2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1",4264,"2513256208_cola_cola-finished-ohne-overlap_screen_ace_1_1-gene_725-gene_778",54,3,0,"","","gene_725-gene_778:6.76354655400713","gene_725-gene_777:3.80124609076419","","",2513256208,"Glaciecola sp. ANT9081 (cola82) : cola_cola-finished-ohne-overlap_screen_ace_1.1",2513237134,"Glaciecola sp. ANT9081 (cola82)",4330,4996068,0.39,1,8,8,2513256208,725,778,894485,950216,55731
"2513265731_NZ_AGIF02000001",2478,"2513265731_NZ_AGIF02000001-gene_1885-gene_1902",18,3,0,"","","gene_1885-gene_1902:5.09933401945637","gene_1886-gene_1902:2.94914561658136","","",2513265731,"Gammaproteobacteria sp. OM60 HIMB55 : NZ_AGIF02000001",2513237293,"Gammaproteobacteria sp. OM60 HIMB55",2511,2736988,0.53,1,1,1,2513265731,1885,1902,2086258,2097722,11464
"2517093774_Syn9616DRAFT_scaffold1_1-circular",2781,"2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_1000-gene_1097",98,3,0,"","","gene_1000-gene_1097:9.00778740581639","gene_1000-gene_1097:5.06755864926340","","",2517093774,"Synechococcus sp. CC9616 : Syn9616DRAFT_scaffold1.1",2517093019,"Synechococcus sp. CC9616",2958,2645910,0.57,1,8,8,2517093774,1000,1097,933842,1006510,72668
"2517093774_Syn9616DRAFT_scaffold1_1-circular",2781,"2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_1100-gene_1199",100,3,0,"","","gene_1100-gene_1199:20.85663060051428","gene_1107-gene_1197:14.33539714011471","","gene_1105-gene_1198:13.70756890002581",2517093774,"Synechococcus sp. CC9616 : Syn9616DRAFT_scaffold1.1",2517093019,"Synechococcus sp. CC9616",2958,2645910,0.57,1,8,8,2517093774,1100,1199,1009048,1072615,63567
"2517093774_Syn9616DRAFT_scaffold1_1-circular",2781,"2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_1386-gene_1446",61,3,0,"","","gene_1386-gene_1446:7.88323254534475","gene_1386-gene_1432:2.71404879845686","","",2517093774,"Synechococcus sp. CC9616 : Syn9616DRAFT_scaffold1.1",2517093019,"Synechococcus sp. CC9616",2958,2645910,0.57,1,8,8,2517093774,1386,1446,1242481,1299998,57517
"2517093774_Syn9616DRAFT_scaffold1_1-circular",2781,"2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_1699-gene_1795",97,3,0,"","","gene_1699-gene_1795:5.27930765556405","gene_1699-gene_1774:3.02034810845667","","",2517093774,"Synechococcus sp. CC9616 : Syn9616DRAFT_scaffold1.1",2517093019,"Synechococcus sp. CC9616",2958,2645910,0.57,1,8,8,2517093774,1699,1795,1551370,1641898,90528
"2517093774_Syn9616DRAFT_scaffold1_1-circular",2781,"2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_2737-gene_2781",45,3,0,"","","gene_2737-gene_2781:13.57234066193747","gene_2737-gene_2781:8.88078059141850","","gene_2737-gene_2781:5.95118934231122",2517093774,"Synechococcus sp. CC9616 : Syn9616DRAFT_scaffold1.1",2517093019,"Synechococcus sp. CC9616",2958,2645910,0.57,1,8,8,2517093774,2737,2781,2615499,2645261,29762
"2517093774_Syn9616DRAFT_scaffold1_1-circular",2781,"2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_6-gene_37",32,3,0,"","","gene_6-gene_37:6.97528050357451","gene_6-gene_34:6.39429436489884","","",2517093774,"Synechococcus sp. CC9616 : Syn9616DRAFT_scaffold1.1",2517093019,"Synechococcus sp. CC9616",2958,2645910,0.57,1,8,8,2517093774,6,37,5336,27908,22572
"2517093774_Syn9616DRAFT_scaffold1_1-circular",2781,"2517093774_Syn9616DRAFT_scaffold1_1-circular-gene_831-gene_853",23,3,0,"","","gene_831-gene_853:8.35583247597267","gene_831-gene_853:6.72758196506820","","",2517093774,"Synechococcus sp. CC9616 : Syn9616DRAFT_scaffold1.1",2517093019,"Synechococcus sp. CC9616",2958,2645910,0.57,1,8,8,2517093774,831,853,779187,793750,14563
"2517287732_B044DRAFT_scaffold1_1",2615,"2517287732_B044DRAFT_scaffold1_1-gene_77-gene_121",45,3,0,"","","gene_77-gene_121:9.99660269371312","gene_83-gene_120:7.08915449212891","","",2517287732,"Thermoanaerobacter indiensis BSB-33 : B044DRAFT_scaffold1.1",2517287027,"Thermoanaerobacter indiensis BSB-33",2721,2597606,0.34,1,1,1,2517287732,77,121,78702,110555,31853
"2517487235_scaffold00006",4444,"2517487235_scaffold00006-gene_2672-gene_2731",60,3,0,"","","gene_2672-gene_2731:6.34037814192064","gene_2686-gene_2731:3.59969500338440","","",2517487235,"Loktanella sp. SE62 : scaffold00006",2517487002,"Loktanella sp. SE62",4572,4521360,0.62,1,3,3,2517487235,2672,2731,2699354,2761266,61912
"2519109854_F550DRAFT_scaffold00001_1-circular",3236,"2519109854_F550DRAFT_scaffold00001_1-circular-gene_2034-gene_2061",28,3,0,"","","gene_2034-gene_2061:4.55468484239579","gene_2034-gene_2058:2.83022059245315","","",2519109854,"Henriciella marina DSM 19595 : F550DRAFT_scaffold00001.1",2519103046,"Henriciella marina DSM 19595",3256,3273989,0.6,1,3,3,2519109854,2034,2061,2094654,2118143,23489
"2519117607_CP003746",3982,"2519117607_CP003746-gene_2821-gene_2874",54,3,0,"","","gene_2823-gene_2856:9.28265308261715","gene_2821-gene_2874:5.92937346469514","","",2519117607,"Simiduia agarivorans SA1 : CP003746",2519103097,"Simiduia agarivorans SA1",3836,4309711,0.56,1,1,1,2519117607,2821,2874,3043185,3079999,36814
"2519942254_C505DRAFT_scaffold00018_18-circular",81,"2519942254_C505DRAFT_scaffold00018_18-circular-gene_21-gene_80",60,3,0,"","","gene_21-gene_80:26.33268791150222","gene_26-gene_80:14.36467094895675","","gene_28-gene_80:2.97122170717440",2519942254,"Algicola sagamiensis DSM 14643 : C505DRAFT_scaffold00018.18",2519899678,"Algicola sagamiensis DSM 14643",86,64817,0.38,1,1,1,2519942254,21,80,18482,64448,45966
"2521191523_Phaar_neu_scaffold_2516677464_1",4114,"2521191523_Phaar_neu_scaffold_2516677464_1-gene_4099-gene_4114",16,3,0,"","","gene_4099-gene_4114:5.35322899341514","gene_4102-gene_4113:2.62302988858678","","",2521191523,"cArct_4215",2521172622,"Pseudophaeobacter arcticus DSM 23566",4089,4215469,0.59,1,6,6,2521191523,4099,4114,4207554,4215395,7841
"2521194441_CP003845",3795,"2521194441_CP003845-gene_2019-gene_2052",34,3,0,"","","gene_2019-gene_2052:8.03340867218524","gene_2019-gene_2052:6.84477980079082","","",2521194441,"Alteromonas macleodii Black Sea 11 : CP003845",2521172684,"Alteromonas macleodii Black Sea 11",3858,4480507,0.45,1,3,3,2521194441,2019,2052,2399118,2422966,23848
"2521194441_CP003845",3795,"2521194441_CP003845-gene_223-gene_281",59,3,0,"","","gene_223-gene_281:5.13021922738369","gene_223-gene_281:2.25191808315718","","",2521194441,"Alteromonas macleodii Black Sea 11 : CP003845",2521172684,"Alteromonas macleodii Black Sea 11",3858,4480507,0.45,1,3,3,2521194441,223,281,270810,323614,52804
"2521194451_CP003466",4441,"2521194451_CP003466-gene_2064-gene_2149",86,3,0,"","","gene_2064-gene_2149:7.03094167794574","gene_2064-gene_2137:3.89613209733184","","",2521194451,"Alcanivorax dieselolei B5 : CP003466",2521172691,"Alcanivorax dieselolei B5",4470,4928223,0.62,1,1,1,2521194451,2064,2149,2267143,2364899,97756
"2523241327_G578DRAFT_scaffold00006_6-circular",92,"2523241327_G578DRAFT_scaffold00006_6-circular-gene_16-gene_74",59,3,0,"","","gene_16-gene_74:10.47989874689564","gene_57-gene_74:8.74356858895363","","",2523241327,"Thalassobaculum salexigens DSM 19539 : G578DRAFT_scaffold00006.6",2523231049,"Thalassobaculum salexigens DSM 19539",89,77132,0.61,1,1,1,2523241327,16,74,9935,61595,51660
"2524031327_Shewanella",3897,"2524031327_Shewanella-gene_142-gene_160",19,3,0,"","","gene_142-gene_160:5.55859318246629","gene_142-gene_160:5.55859318246629","","",2524031327,"Shewanella denitrificans OS217 : Shewanella",2524023135,"Shewanella denitrificans OS217",3920,4545906,0.45,1,2,2,2524031327,142,160,150457,169260,18803
"2524037964_FO203503",4557,"2524037964_FO203503-gene_2109-gene_2205",97,3,0,"","","gene_2109-gene_2205:7.65588964301704","","","gene_2112-gene_2193:5.82233136204534",2524037964,"Desulfobacula toluolica Tol2 : FO203503",2524023220,"Desulfobacula toluolica Tol2",4435,5197905,0.41,1,4,4,2524037964,2109,2205,2359594,2444611,85017
"2524037964_FO203503",4557,"2524037964_FO203503-gene_3169-gene_3261",93,3,0,"","","gene_3169-gene_3261:20.80745447997506","gene_3169-gene_3224:7.76201444356913","","",2524037964,"Desulfobacula toluolica Tol2 : FO203503",2524023220,"Desulfobacula toluolica Tol2",4435,5197905,0.41,1,4,4,2524037964,3169,3261,3567366,3644024,76658
"2524037964_FO203503",4557,"2524037964_FO203503-gene_802-gene_896",95,3,0,"","","gene_802-gene_896:4.27080147936398","","","gene_818-gene_896:2.65995103120404",2524037964,"Desulfobacula toluolica Tol2 : FO203503",2524023220,"Desulfobacula toluolica Tol2",4435,5197905,0.41,1,4,4,2524037964,802,896,903466,977322,73856
"2524708640_K337DRAFT_scaffold00002_2-circular",1105,"2524708640_K337DRAFT_scaffold00002_2-circular-gene_452-gene_553",102,3,0,"","","gene_454-gene_553:10.31405685868424","gene_452-gene_550:8.46783983059993","","",2524708640,"Psychrilyobacter atlanticus DSM 19335 : K337DRAFT_scaffold00002.2",2524614854,"Psychrilyobacter atlanticus DSM 19335",1125,1146430,0.31,1,3,3,2524708640,452,553,462969,554286,91317
"2526166614_K365DRAFT_scaffold00001_1",4505,"2526166614_K365DRAFT_scaffold00001_1-gene_1819-gene_1840",22,3,0,"","","gene_1819-gene_1840:5.87127630732281","gene_1819-gene_1840:3.19439236074210","","",2526166614,"Desulfotignum balticum DSM 7044 : K365DRAFT_scaffold00001.1",2526164528,"Desulfotignum balticum DSM 7044",4574,4821415,0.51,1,4,4,2526166614,1819,1840,1908163,1923456,15293
"2526166614_K365DRAFT_scaffold00001_1",4505,"2526166614_K365DRAFT_scaffold00001_1-gene_2054-gene_2120",67,3,0,"","","gene_2054-gene_2120:8.96362767027343","gene_2088-gene_2120:2.17699834727867","","gene_2078-gene_2117:2.28566364819221",2526166614,"Desulfotignum balticum DSM 7044 : K365DRAFT_scaffold00001.1",2526164528,"Desulfotignum balticum DSM 7044",4574,4821415,0.51,1,4,4,2526166614,2054,2120,2182760,2237229,54469
"2526166614_K365DRAFT_scaffold00001_1",4505,"2526166614_K365DRAFT_scaffold00001_1-gene_2939-gene_3028",90,3,0,"","","gene_2939-gene_3028:11.93954872183687","gene_2939-gene_3025:4.76550019055230","","",2526166614,"Desulfotignum balticum DSM 7044 : K365DRAFT_scaffold00001.1",2526164528,"Desulfotignum balticum DSM 7044",4574,4821415,0.51,1,4,4,2526166614,2939,3028,3144735,3211291,66556
"2526166614_K365DRAFT_scaffold00001_1",4505,"2526166614_K365DRAFT_scaffold00001_1-gene_70-gene_135",66,3,0,"","","gene_70-gene_135:31.25001893217593","gene_71-gene_131:10.39537462234330","","",2526166614,"Desulfotignum balticum DSM 7044 : K365DRAFT_scaffold00001.1",2526164528,"Desulfotignum balticum DSM 7044",4574,4821415,0.51,1,4,4,2526166614,70,135,75641,121968,46327
"2526170607_CA2559_HTCC2559_1",2677,"2526170607_CA2559_HTCC2559_1-gene_53-gene_93",41,3,0,"","","gene_58-gene_93:7.02938519952720","gene_53-gene_93:2.21563495089670","","",2526170607,"Croceibacter atlanticus HTCC2559 (Re-annotation of existing genome that was not originally submitted by me) : CA2559_HTCC2559.1",2526164557,"Croceibacter atlanticus HTCC2559 (Re-annotation of existing genome that was not originally submitted by me)",2727,2952962,0.34,1,1,1,2526170607,53,93,85933,123820,37887
"2537605091_AODW01000026-circular",176,"2537605091_AODW01000026-circular-gene_76-gene_93",18,3,0,"","","gene_76-gene_93:6.39750680427587","gene_76-gene_93:6.39750680427587","","",2537605091,"Acinetobacter baumannii MSP4-16 : AODW01000026",2537561872,"Acinetobacter baumannii MSP4-16",180,188258,0.4,1,1,1,2537605091,76,93,73462,85457,11995
"2540348160_CP001397",3416,"2540348160_CP001397-gene_208-gene_273",66,3,0,"","","gene_208-gene_273:5.39116161334868","gene_208-gene_273:3.27587480212741","","",2540348160,"Donghaeana dokdonensis DSW-6 : CP001397",2540341128,"Nonlabens dokdonensis DSW-6",3666,3914632,0.35,1,5,5,2540348160,208,273,269200,338223,69023
"2540348160_CP001397",3416,"2540348160_CP001397-gene_2236-gene_2319",84,3,0,"","","gene_2236-gene_2319:5.59064030356794","gene_2239-gene_2319:3.09373939652375","","",2540348160,"Donghaeana dokdonensis DSW-6 : CP001397",2540341128,"Nonlabens dokdonensis DSW-6",3666,3914632,0.35,1,5,5,2540348160,2236,2319,2565003,2657973,92970
"2540348160_CP001397",3416,"2540348160_CP001397-gene_2517-gene_2670",154,3,0,"","","gene_2579-gene_2670:9.11556864233973;gene_2517-gene_2571:3.32441171621069","gene_2556-gene_2655:2.88105483768515","","",2540348160,"Donghaeana dokdonensis DSW-6 : CP001397",2540341128,"Nonlabens dokdonensis DSW-6",3666,3914632,0.35,1,5,5,2540348160,2517,2670,2907405,3068567,161162
"2540348160_CP001397",3416,"2540348160_CP001397-gene_2886-gene_3002",117,3,0,"","","gene_2903-gene_3002:7.71465317142390","gene_2886-gene_2985:4.56659530759545","","",2540348160,"Donghaeana dokdonensis DSW-6 : CP001397",2540341128,"Nonlabens dokdonensis DSW-6",3666,3914632,0.35,1,5,5,2540348160,2886,3002,3307119,3434800,127681
"2540348160_CP001397",3416,"2540348160_CP001397-gene_592-gene_685",94,3,0,"","","gene_592-gene_685:29.22624356166861","gene_592-gene_685:14.88819000997054","","",2540348160,"Donghaeana dokdonensis DSW-6 : CP001397",2540341128,"Nonlabens dokdonensis DSW-6",3666,3914632,0.35,1,5,5,2540348160,592,685,678526,760688,82162
"2540348203_FO203427",3295,"2540348203_FO203427-gene_1208-gene_1305",98,3,0,"","","gene_1208-gene_1305:13.51261548152505","gene_1208-gene_1305:6.88416790200086","","",2540348203,"Desulfovibrio piezophilus C1TLV30, DSM 21447 : FO203427",2540341170,"Desulfovibrio piezophilus C1TLV30",3431,3646098,0.5,1,2,2,2540348203,1208,1305,1332685,1409566,76881
"2540348206_FO203363",3667,"2540348206_FO203363-gene_1760-gene_1836",77,3,0,"","","gene_1760-gene_1836:7.42710066049776","gene_1768-gene_1807:3.21698245434052","","",2540348206,"Marinobacter hydrocarbonoclasticus ATCC 49840 : FO203363",2540341173,"Marinobacter hydrocarbonoclasticus ATCC 49840",3863,3989480,0.57,1,1,1,2540348206,1760,1836,1925568,1997432,71864
"2540355318_H276DRAFT_scaffold00001_1-circular",3704,"2540355318_H276DRAFT_scaffold00001_1-circular-gene_3197-gene_3291",95,3,0,"","","gene_3197-gene_3291:17.14897860798251","gene_3210-gene_3282:9.48959317605373","","",2540355318,"Mycobacterium sp. 141 : H276DRAFT_scaffold00001.1",2540341250,"Mycobacterium sp. 141",3820,3866206,0.66,1,2,2,2540355318,3197,3291,3338204,3438247,100043
"2549075848_RCA23c",3168,"2549075848_RCA23c-gene_1269-gene_1366",98,3,0,"","","gene_1269-gene_1366:11.15837016527817","gene_1269-gene_1313:5.84769033763539","","",2549075848,"Planktomarina temperata RCA23, DSM 22400 (RCA23) : RCA23c",2548877138,"Planktomarina temperata RCA23, DSM 22400 (RCA23)",3101,3288122,0.54,1,2,2,2549075848,1269,1366,1323803,1426939,103136
"2551322073_A132DRAFT_AJYX01000047_1_47-circular",39,"2551322073_A132DRAFT_AJYX01000047_1_47-circular-gene_10-gene_29",20,3,0,"","","gene_10-gene_27:7.77545507438175","gene_10-gene_29:4.94537818341968","","",2551322073,"Vibrio kanaloae 5S-149 : A132DRAFT_AJYX01000047_1.47",2551306055,"Vibrio kanaloae 5S-149",41,48437,0.41,1,1,1,2551322073,10,29,12156,30399,18243
"2554309016_CP006643",4864,"2554309016_CP006643-gene_4315-gene_4347",33,3,0,"","","gene_4324-gene_4347:8.77364288881537","gene_4315-gene_4342:3.28958523518946","","",2554309016,"Bacillus infantis NRRL B-14911 : CP006643",2554235446,"Bacillus infantis NRRL B-14911",5179,4884713,0.46,1,1,1,2554309016,4315,4347,4319696,4356101,36405
"2556981731_CP006939",3312,"2556981731_CP006939-gene_599-gene_686",88,3,0,"","","gene_599-gene_686:11.92164237671342","gene_612-gene_659:6.47742636092964","","",2556981731,"Spirochaeta sp. L21-RPul-D2 : CP006939",2556921662,"Salinispira pacifica L21-RPul-D2",3500,3782798,0.52,1,1,1,2556981731,599,686,681465,764372,82907
"2558913389_P161DRAFT_scf7180000000002_quiver_dupTrim_7254_1",3453,"2558913389_P161DRAFT_scf7180000000002_quiver_dupTrim_7254_1-gene_1327-gene_1405",79,3,0,"","","gene_1327-gene_1405:13.44280976556063","gene_1337-gene_1403:3.03371318254943","","",2558913389,"Polaribacter sp. Hel_I_88 : P161DRAFT_scf7180000000002_quiver_dupTrim_7254.1",2558860973,"Polaribacter sp. Hel_I_88",3552,3996527,0.3,1,3,3,2558913389,1327,1405,1521192,1604573,83381
"2558913389_P161DRAFT_scf7180000000002_quiver_dupTrim_7254_1",3453,"2558913389_P161DRAFT_scf7180000000002_quiver_dupTrim_7254_1-gene_2929-gene_2945",17,3,0,"","","gene_2929-gene_2945:6.11295363861637","gene_2929-gene_2945:2.80232706749255","","",2558913389,"Polaribacter sp. Hel_I_88 : P161DRAFT_scf7180000000002_quiver_dupTrim_7254.1",2558860973,"Polaribacter sp. Hel_I_88",3552,3996527,0.3,1,3,3,2558913389,2929,2945,3398063,3408189,10126
"2558913389_P161DRAFT_scf7180000000002_quiver_dupTrim_7254_1",3453,"2558913389_P161DRAFT_scf7180000000002_quiver_dupTrim_7254_1-gene_719-gene_775",57,3,0,"","","gene_719-gene_775:10.30402104178831","gene_719-gene_769:6.20743152739535","","",2558913389,"Polaribacter sp. Hel_I_88 : P161DRAFT_scf7180000000002_quiver_dupTrim_7254.1",2558860973,"Polaribacter sp. Hel_I_88",3552,3996527,0.3,1,3,3,2558913389,719,775,846805,905434,58629
"2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1",3571,"2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1-gene_1705-gene_1720",16,3,0,"","","gene_1705-gene_1720:5.41558265867539","gene_1705-gene_1718:2.31486201008070","","",2558913391,"Sediminibacter sp. Hel_I_10 : P176DRAFT_scf7180000000002_quiver_dupTrim_6579.1",2558860975,"Sediminibacter sp. Hel_I_10",3688,4106053,0.37,1,4,4,2558913391,1705,1720,1998637,2011151,12514
"2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1",3571,"2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1-gene_211-gene_301",91,3,0,"","","gene_211-gene_301:8.64310283227994","gene_211-gene_301:2.29846512052683","","",2558913391,"Sediminibacter sp. Hel_I_10 : P176DRAFT_scf7180000000002_quiver_dupTrim_6579.1",2558860975,"Sediminibacter sp. Hel_I_10",3688,4106053,0.37,1,4,4,2558913391,211,301,236523,342458,105935
"2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1",3571,"2558913391_P176DRAFT_scf7180000000002_quiver_dupTrim_6579_1-gene_3514-gene_3571",58,3,0,"","","gene_3514-gene_3571:34.08267325937315","gene_3514-gene_3571:18.80158893429456","","gene_3523-gene_3571:8.76572745712815",2558913391,"Sediminibacter sp. Hel_I_10 : P176DRAFT_scf7180000000002_quiver_dupTrim_6579.1",2558860975,"Sediminibacter sp. Hel_I_10",3688,4106053,0.37,1,4,4,2558913391,3514,3571,4077182,4106062,28880
"2562628756_CP007203",4689,"2562628756_CP007203-gene_1941-gene_1987",47,3,0,"","","gene_1941-gene_1987:17.34840854221184","gene_1941-gene_1982:12.81486555262098","","",2562628756,"Nodularia spumigena CCY9414 : CP007203",2562617131,"Nodularia spumigena CCY9414",5363,5465271,0.41,1,1,1,2562628756,1941,1987,2212462,2247794,35332
"2571071633_BS76DRAFT_scf7180000000002_quiver_dupTrim_10022_1",2522,"2571071633_BS76DRAFT_scf7180000000002_quiver_dupTrim_10022_1-gene_2225-gene_2249",25,3,0,"","","gene_2225-gene_2249:4.05228627380163","gene_2228-gene_2249:2.30479561109584","","",2571071633,"Thiomicrospira sp. MA2-6 : BS76DRAFT_scf7180000000002_quiver_dupTrim_10022.1",2571042363,"Thiomicrospira sp. MA2-6",2546,2676715,0.5,1,2,2,2571071633,2225,2249,2353746,2378727,24981
"2576887216_P163DRAFT_scf7180000000039_quiver_5",2307,"2576887216_P163DRAFT_scf7180000000039_quiver_5-gene_2212-gene_2298",87,3,0,"","","gene_2212-gene_2298:10.78720520346081","gene_2219-gene_2280:3.76731833353192","","",2576887216,"Gillisia sp. Hel_I_29 : P163DRAFT_scf7180000000039_quiver.5",2576861397,"Gillisia sp. Hel_I_29",2381,2585465,0.34,1,2,2,2576887216,2212,2298,2444487,2546222,101735
"2576887216_P163DRAFT_scf7180000000039_quiver_5",2307,"2576887216_P163DRAFT_scf7180000000039_quiver_5-gene_969-gene_1044",76,3,0,"","","gene_974-gene_1044:17.21309743670367","gene_969-gene_1028:4.30407130167997","","",2576887216,"Gillisia sp. Hel_I_29 : P163DRAFT_scf7180000000039_quiver.5",2576861397,"Gillisia sp. Hel_I_29",2381,2585465,0.34,1,2,2,2576887216,969,1044,1095440,1167980,72540
