"Genome.ID","NCBI.Taxon.ID","Status","Genome","Phylum","Class","Order","Family","Genus","Species","Strain","Cultured","Ecosystem","Ecosystem.Category","Ecosystem.Type","Ecosystem.Subtype","Genome.Size","Gene.Count","Scaffold.Count","GOLD.Analysis.Project.Type","GOLD.Sequencing.Strategy","Prophages.per.genome","Total.Size.Prophages","Genome.Size.Without.Prophage","Percentage.of.Genome.Prophage"
2718217755,1790137,"Finished","Wenyingzhuangia fucanilytica CZ1127","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Wenyingzhuangia","Wenyingzhuangia fucanilytica","CZ1127","Yes","Environmental","Aquatic","Marine","",3427057,2872,1,"Genome Analysis","Whole Genome Sequencing",1,39875,3387182,1.16353477634017
2718217854,1458985,"Finished","Moorea producens PAL-8-15-08-1","Cyanobacteria","unclassified","Oscillatoriales","Oscillatoriaceae","Moorea","Moorea producens","PAL-8-15-08-1","Yes","Environmental","Aquatic","Marine","",9708656,7441,2,"Genome Analysis","Whole Genome Sequencing",5,566438,9142218,5.83436059532854
2718217921,1188229,"Finished","Candidatus Gloeomargarita lithophora D10","Cyanobacteria","unclassified","Gloeoemargaritales","Gloeomargaritaceae","Gloeomargarita","Gloeomargarita lithophora","D10","Yes","Environmental","Aquatic","Marine","Intertidal zone",3049282,3134,1,"Genome Analysis","Whole Genome Sequencing",1,45481,3003801,1.49153144904276
2718217952,1816218,"Finished","Colwellia sp. PAMC 20917","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","Colwellia sp. PAMC 20917","PAMC 20917","Yes","Environmental","Aquatic","Marine","Oceanic",4683314,4072,1,"Genome Analysis","Whole Genome Sequencing",2,130485,4552829,2.78616808524904
2718217989,1913577,"Finished","Gramella sp. LPB0144","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gramella","Gramella sp. LPB0144","LPB0144","Yes","Environmental","Aquatic","Marine","",2978889,2706,1,"Genome Analysis","Whole Genome Sequencing",1,78912,2899977,2.64904130365381
2718217993,1729720,"Finished","Salegentibacter sp. T436","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","Salegentibacter sp. T436","T436","Yes","Environmental","Aquatic","Marine","",4086550,3695,1,"Genome Analysis","Whole Genome Sequencing",1,73382,4013168,1.79569563568291
2721755521,1917158,"Finished","Alteromonas sp. RW2A1","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas sp. RW2A1","RW2A1","Yes","Environmental","Aquatic","Marine","",4143824,3709,1,"Genome Analysis","Whole Genome Sequencing",1,67972,4075852,1.64032063137817
2721755689,979,"Finished","Cellulophaga lytica DAU203","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","Cellulophaga lytica","DAU203","Yes","Environmental","Aquatic","Marine","Oceanic",3952957,3498,1,"Genome Analysis","Whole Genome Sequencing",4,263044,3689913,6.65436026751619
2721755799,314275,"Finished","Alteromonas mediterranea RG65","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas mediterranea","RG65","Yes","Environmental","Aquatic","Marine","",4652214,4105,2,"Genome Analysis","Whole Genome Sequencing",2,61814,4590400,1.32870070035471
2721755812,1920883,"Finished","Marivivens sp. JLT3646","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Marivivens","Marivivens sp. JLT3646","JLT3646","Yes","Environmental","Aquatic","Marine","Hydrothermal vents",3147211,3192,2,"Genome Analysis","Whole Genome Sequencing",1,29346,3117865,0.932444631135313
637000081,167879,"Finished","Colwellia psychrerythraea 34H","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","Colwellia psychrerythraea","34H","Yes","Environmental","Aquatic","Marine","Oceanic",5373180,5066,1,"Genome Analysis","Whole Genome Sequencing",2,52200,5320980,0.97149174232019
637000236,243090,"Finished","Rhodopirellula baltica SH 1","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Rhodopirellula","Rhodopirellula baltica","SH 1","Yes","Environmental","Aquatic","Marine","Coastal",7145576,7414,1,"Genome Analysis","Whole Genome Sequencing",5,816157,6329419,11.4218503868687
637000194,323261,"Finished","Nitrosococcus oceani C-107","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Nitrosococcus","Nitrosococcus oceani","C-107","Yes","Environmental","Aquatic","Marine","Oceanic",3522111,3190,2,"Genome Analysis","Whole Genome Sequencing",1,71041,3451070,2.01700059992431
637000137,290400,"Finished","Jannaschia sp. CCS1","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Jannaschia","Jannaschia sp. CCS1","CCS1","Yes","Environmental","Aquatic","Marine","Unclassified",4404049,4339,2,"Genome Analysis","Whole Genome Sequencing",1,113316,4290733,2.5729958953681
637000249,203122,"Finished","Saccharophagus degradans 2-40","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Saccharophagus","Saccharophagus degradans","Feb-40","Yes","Environmental","Aquatic","Marine","Intertidal zone",5057531,4114,1,"Genome Analysis","Whole Genome Sequencing",5,257440,4800091,5.0902307865241
637000271,317655,"Finished","Sphingopyxis alaskensis RB2256","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","Sphingopyxis alaskensis","RB2256","Yes","Environmental","Aquatic","Marine","Unclassified",3373713,3265,2,"Genome Analysis","Whole Genome Sequencing",1,46881,3326832,1.38959656615723
637000087,269798,"Finished","Cytophaga hutchinsonii ATCC 33406","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga","Cytophaga hutchinsonii","ATCC 33406","Yes","Environmental","Aquatic","Marine","Unclassified",4433218,3843,1,"Genome Analysis","Whole Genome Sequencing",4,320081,4113137,7.22006001058373
637000329,203124,"Finished","Trichodesmium erythraeum IMS101","Cyanobacteria","unclassified","Oscillatoriales","Microcoleaceae","Trichodesmium","Trichodesmium erythraeum","IMS101","Yes","Environmental","Aquatic","Marine","Neritic zone",7750108,5156,1,"Genome Analysis","Whole Genome Sequencing",6,557624,7192484,7.19504812061974
637000309,64471,"Finished","Synechococcus sp. CC9311","Cyanobacteria","unclassified","Synechococcales","Synechococcaceae","Synechococcus","Synechococcus sp. CC9311","CC9311","Yes","Environmental","Aquatic","Marine","Pelagic",2606748,2951,1,"Genome Analysis","Whole Genome Sequencing",6,508081,2098667,19.4909903066963
638341218,313598,"Finished","Polaribacter sp. MED152","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","Polaribacter sp. MED152","MED152","Yes","Environmental","Aquatic","Marine","Unclassified",2967100,2723,2,"Genome Analysis","Whole Genome Sequencing",1,17439,2949661,0.58774561019177
639633005,290340,"Finished","Paenarthrobacter aurescens TC1","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter","Paenarthrobacter aurescens","TC1","Yes","Environmental","Aquatic","Marine","Hydrothermal vents",5226648,4793,3,"Genome Analysis","Whole Genome Sequencing",1,60640,5166008,1.16020822523346
640069323,59922,"Finished","Prochlorococcus sp. MIT9303","Cyanobacteria","unclassified","Synechococcales","Prochloraceae","Prochlorococcus","Prochlorococcus marinus","MIT9303","Yes","Environmental","Aquatic","Marine","Pelagic",2682675,3133,1,"Genome Analysis","Whole Genome Sequencing",3,266065,2416610,9.91789911189391
640753056,387093,"Finished","Sulfurovum sp. NBC37-1","Proteobacteria","Epsilonproteobacteria","unclassified","unclassified","Sulfurovum","Sulfurovum sp. NBC37-1","NBC37-1","Yes","Environmental","Aquatic","Marine","Hydrothermal vents",2562277,2525,1,"Genome Analysis","Whole Genome Sequencing",2,112910,2449367,4.40662738650037
642555122,331678,"Finished","Chlorobium phaeobacteroides BS1","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium phaeobacteroides","BS1","Yes","Environmental","Aquatic","Marine","Unclassified",2736403,2611,1,"Genome Analysis","Whole Genome Sequencing",1,94013,2642390,3.4356416068832
643692021,177437,"Finished","Desulfobacterium autotrophicum HRM2, DSM 3382","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacterium","Desulfobacterium autotrophicum","HRM2, DSM 3382","Yes","Environmental","Aquatic","Marine","Oceanic",5657782,5012,2,"Genome Analysis","Whole Genome Sequencing",2,136421,5521361,2.41120990522434
646564524,583355,"Finished","Coraliomargarita akajimensis DSM 45221","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","Coraliomargarita","Coraliomargarita akajimensis","DSM 45221","Yes","Environmental","Aquatic","Marine","Unclassified",3750771,3191,1,"Genome Analysis","Whole Genome Sequencing",5,257828,3492943,6.87400003892533
646564591,655815,"Finished","Zunongwangia profunda SM-A87","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Zunongwangia","Zunongwangia profunda","SM-A87","Yes","Environmental","Aquatic","Marine","Oceanic",5128187,4709,1,"Genome Analysis","Whole Genome Sequencing",5,351030,4777157,6.84510919746101
647533203,439496,"Permanent Draft","Rhodobacterales sp. Y4I","Proteobacteria","Alphaproteobacteria","Rhodobacterales","unclassified","unclassified","Rhodobacterales bacterium Y4I","Y4I","Yes","Environmental","Aquatic","Marine","Neritic zone",4344244,4206,5,"Genome Analysis","Whole Genome Sequencing",1,65174,4279070,1.5002380160967
648028050,314260,"Finished","Parvularcula bermudensis HTCC2503","Proteobacteria","Alphaproteobacteria","Parvularculales","Parvularculaceae","Parvularcula","Parvularcula bermudensis","HTCC 2503","Yes","Environmental","Aquatic","Marine","Unclassified",2902643,2733,1,"Genome Analysis","Whole Genome Sequencing",2,127538,2775105,4.39385759805805
649633065,643867,"Finished","Marivirga tractuosa H-43, DSM 4126","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Marivirga","Marivirga tractuosa","H-43, DSM 4126","Yes","Environmental","Aquatic","Marine","Intertidal zone",4516490,3857,2,"Genome Analysis","Whole Genome Sequencing",3,226405,4290085,5.01285290125739
650716020,208596,"Finished","Carnobacterium sp. 17-4","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium sp. 17-4","17-Apr","Yes","Environmental","Aquatic","Marine","Unclassified",2685399,2566,2,"Genome Analysis","Whole Genome Sequencing",2,104651,2580748,3.89703727453537
650716103,263358,"Finished","Verrucosispora maris AB-18-032","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Verrucosispora","Verrucosispora maris","AB-18-032","Yes","Environmental","Aquatic","Marine","Oceanic",6732271,6069,2,"Genome Analysis","Whole Genome Sequencing",4,364851,6367420,5.41943424440282
650716078,1007105,"Finished","Pusillimonas sp. T7-7","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Pusillimonas","Pusillimonas sp. T7-7","T7-7","Yes","Environmental","Aquatic","Marine","Oceanic",3924810,3826,2,"Genome Analysis","Whole Genome Sequencing",1,129230,3795580,3.29264346554356
650716044,983544,"Finished","Lacinutrix sp. 5H-3-7-4","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lacinutrix","Lacinutrix sp. 5H-3-7-4","5H-3-7-4","Yes","Environmental","Aquatic","Marine","Oceanic",3296168,3026,1,"Genome Analysis","Whole Genome Sequencing",2,86866,3209302,2.63536324604814
